track_name,track_id,artist(s)_name,artist_count,released_year,released_month,released_day,popularity,acousticness_%,danceability_%,duration_ms,energy_%,instrumentalness_%,key,liveness_%,loudness,mode,speechiness_%,tempo(bpm),time_signature,valence_%
telepatía,6tDDoYIxWvMLTdKpjFkc1B,Kali Uchis,1,2020,12,4,85,11.2,65.3,160191,52.400000000000006,0.0,11,20.3,-9.016,0,5.0200000000000005,83.97,4,0.553
BEST INTEREST,3jHdKaLCkuNEkWcLVmQPCX,"Tyler, The Creator",1,2020,1,25,82,8.61,59.6,127921,57.49999999999999,0.0153,11,33.4,-8.325,0,5.140000000000001,98.265,3,0.34
Secrets,2xB46Bj9HZ4cr058yN4Pla,A Boogie Wit da Hoodie,1,2020,6,19,80,11.8,53.900000000000006,133331,64.8,0.0,4,36.2,-6.008,1,6.19,91.066,4,0.403
Yale,0HTIrbUwwFn984RzVZm5Fk,Ken Carson,1,2020,8,14,81,0.0487,72.8,106536,44.2,0.0008209999999999,1,14.9,-10.095,1,5.65,142.025,4,0.441
Godzilla (feat. Juice WRLD),7FIWs0pqAYbP91WWM0vlTQ,Eminem & Juice WRLD,2,2020,1,17,85,14.499999999999998,80.80000000000001,210800,74.5,0.0,10,29.2,-5.26,0,34.2,165.995,4,0.829
July,6J2LdBN97cDWn0MLxYh9HB,Noah Cyrus,1,2020,5,15,83,86.8,70.8,156106,18.6,0.0,9,7.79,-8.953,0,4.2,72.541,4,0.322
Low Down,5m0yZ33oOy0yYBtdTXuxQe,Lil Baby,1,2020,5,1,80,3.54,96.2,144652,61.9,0.0,10,8.3,-5.562,0,40.5,127.958,4,0.154
you broke me first,45bE4HXI0AwGZXfZtMp8JR,Tate McRae,1,2020,4,17,86,78.5,66.7,169266,37.3,0.0,4,9.06,-9.389,1,5.0,124.148,4,0.0823
Borderline,5hM5arv9KDbCHS0k9uqwjr,Tame Impala,1,2020,2,14,83,4.06,62.1,237800,87.3,0.0009099999999999,5,8.24,-3.067,0,3.69,97.96,4,0.873
champagne problems,0sY6ZUTh4yoctD8VIXz339,Taylor Swift,1,2020,12,11,83,92.0,46.2,244000,24.0,0.0,0,11.3,-12.077,1,3.77,171.319,4,0.32
Uuuu,6M0EP76qW9TG4SNU0agu94,Steve Lacy,1,2020,12,4,80,1.68,94.7,90709,61.6,25.9,9,6.58,-3.602,1,4.15,127.082,4,0.968
Save Your Tears,5QO79kh1waicV47BqGRL3g,The Weeknd,1,2020,3,20,88,2.12,68.0,215627,82.6,0.00124,0,54.3,-5.487,1,3.09,118.051,4,0.644
Starting Over,3K07bGe8iljQ3mOKArHLDo,Chris Stapleton,1,2020,11,13,78,45.2,63.8,240413,53.8,0.0415,10,6.950000000000001,-8.445,1,3.15,89.124,4,0.318
That Just Isn't Empirically Possible,3xQq3mpD6hunD2XG7FXHHu,$uicideboy$,1,2020,2,14,78,9.65,76.0,123902,87.5,0.0,7,17.7,-3.576,0,27.9,124.061,4,0.477
Forever After All,6IBcOGPsniK3Pso1wHIhew,Luke Combs,1,2020,10,23,79,19.1,48.7,232533,65.0,0.0,0,9.33,-5.195,1,2.53,151.964,4,0.456
my tears ricochet,1MgV7FIyNxIG7WzMRJV5HC,Taylor Swift,1,2020,7,24,82,80.60000000000001,45.6,255894,26.3,0.0,0,7.489999999999999,-10.63,1,3.32,129.86,4,0.111
Go Stupid,4PklAHGXT5ityno3IA8SKd,Polo G & Stunna 4 Vegas & NLE Choppa & Mike WiLL Made-It,4,2020,5,15,79,2.77,92.0,165726,83.3,0.0,1,5.96,-3.18,1,25.3,141.034,4,0.645
Chicago Freestyle (feat. Giveon),4wVOKKEHUJxHCFFNUWDn0B,Drake & Giveon,2,2020,5,1,82,62.9,73.5,220488,44.9,0.0,10,11.3,-7.507,1,34.7,122.947,4,0.0397
Heartless,6bnF93Rx87YqUBLSgjiMU8,The Weeknd,1,2020,3,20,84,2.36,53.7,198267,74.6,0.000101,10,15.6,-5.507,0,15.0,170.062,4,0.252
the 1,0Jlcvv8IykzHaSmj49uNW8,Taylor Swift,1,2020,7,24,82,75.7,77.7,210252,35.7,0.000728,0,10.8,-6.942,1,5.220000000000001,139.883,4,0.172
exile (feat. Bon Iver),4pvb0WLRcMtbPGmtejJJ6y,Taylor Swift & Bon Iver,2,2020,7,24,83,77.8,29.8,285634,38.0,0.00562,6,11.0,-8.426,1,2.87,75.602,4,0.152
Our Time,2WxUIiq06XXPYWl9YcRJnD,Lil Tecca,1,2020,9,18,81,19.9,89.5,98413,43.9,0.0,5,6.83,-12.142,0,31.9,109.988,4,0.633
Pain 1993 (with Playboi Carti),6Kj17Afjo1OKJYpf5VzCeo,Drake & Playboi Carti,2,2020,5,1,80,16.3,82.5,149078,37.3,0.0,5,36.8,-5.532,0,10.8,77.271,4,0.12
Mr. Glock,1ipSpQfzBbhPFhYm6tfVIz,Key Glock,1,2020,1,31,76,0.2,80.4,146880,94.6,0.0,7,35.9,-5.949,1,35.2,150.141,4,0.745
How You Like That,4SFknyjLcyTLJFPKD2m96o,BLACKPINK,1,2020,10,2,84,4.65,81.2,182956,76.1,0.0135,11,6.01,-5.222,1,8.12,130.032,4,0.344
No Idea,7AzlLxHn24DxjgQX73F9fU,Don Toliver,1,2020,3,13,83,52.400000000000006,65.2,154424,63.1,0.0579,6,16.5,-5.718,0,8.93,127.998,4,0.35
Wishing Well,2U5WueTLIK5WJLD7mvDODv,Juice WRLD,1,2020,7,10,80,0.336,65.0,194621,61.3,0.0,9,26.700000000000003,-6.13,0,12.8,149.972,4,0.0804
Sweet but Psycho,7DnAm9FOTWE3cUvso43HhI,Ava Max,1,2020,9,18,86,6.84,72.0,187436,70.6,0.0,1,16.6,-4.719,1,4.73,133.002,4,0.62
Rehab (Winter In Paris),0zWbYGQq5O1KQd0iqzgjP6,Brent Faiyaz,1,2020,2,7,78,80.9,54.900000000000006,180304,24.2,0.0081,5,12.7,-11.692,1,3.8,144.211,4,0.286
Good Days,3YJJjQPAbDT7mGpX3WtQ9A,SZA,1,2020,12,25,80,49.9,43.6,279204,65.5,0.00081,1,68.8,-8.37,0,5.83,121.002,4,0.412
ILoveUIHateU,1BpKJw4RZxaFB88NE5uxXf,Playboi Carti,1,2020,12,25,79,0.534,68.4,135122,69.3,0.0,4,50.6,-6.651,0,3.39,134.988,4,0.108
willow,0lx2cLdOt3piJbcaXIV74f,Taylor Swift,1,2020,12,11,83,83.3,39.2,214707,57.4,0.179,7,14.499999999999998,-9.195,1,17.0,81.112,4,0.529
illicit affairs,2NmsngXHeC1GQ9wWrzhOMf,Taylor Swift,1,2020,7,24,81,88.1,55.900000000000006,190898,31.0,0.0,10,10.6,-10.445,1,3.38,119.845,4,0.46
Crazy Train,7ACxUo21jtTHzy7ZEV56vU,Ozzy Osbourne,1,2020,9,18,80,40.8,45.4,293183,91.3,0.0271,9,24.8,-4.008,1,10.7,137.688,4,0.521
Broke In A Minute,4xqIYGwwZTEem9U8A42SPF,Tory Lanez,1,2020,4,10,78,14.4,92.9,132024,70.0,0.0,0,34.9,-5.595,0,9.06,120.009,4,0.802
Jugaste y Sufrí,3NqBxTOMCJ3zW9CIP51td4,Eslabon Armado & DannyLux,2,2020,12,18,79,63.2,39.0,275194,49.9,0.0497,7,11.5,-7.778,1,3.81,200.156,1,0.34
What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,1,2020,7,3,82,65.0,70.89999999999999,160000,54.8,0.000159,10,13.3,-8.493,1,35.3,83.995,4,0.543
invisible string,6VsvKPJ4xjVNKpI8VVZ3SV,Taylor Swift,1,2020,7,24,79,83.8,65.3,252881,45.2,0.00773,4,10.8,-11.143,0,5.5,83.433,4,0.45
Flex Up (feat. Future & Playboi Carti),5Ryu0SlsYjKh78RkJUONFr,Lil Yachty & Future & Playboi Carti,3,2020,11,27,77,0.0523,82.89999999999999,170859,66.7,0.0521,9,4.8,-5.366,1,16.6,160.082,4,0.545
Laugh Now Cry Later (feat. Lil Durk),2SAqBLGA283SUiwJ3xOUVI,Drake & Lil Durk,2,2020,8,14,80,24.4,76.1,261493,51.8,0.00347,0,10.7,-8.871,1,13.4,133.976,4,0.522
On Me,4Iedi94TIaB2GGb1nMB68v,Lil Baby,1,2020,12,4,77,0.327,85.6,135960,56.39999999999999,0.0,6,13.4,-6.295,0,39.2,77.972,4,0.483
Walk Em Down (feat. Roddy Ricch),1Z0cZI0UzNbP9L8MzzGxqf,NLE Choppa & Roddy Ricch,2,2020,8,10,78,26.8,86.7,173288,74.4,0.0,2,7.13,-5.171,1,22.7,84.005,4,0.645
Angels Like You,1daDRI9ahBonbWD8YcxOIB,Miley Cyrus,1,2020,11,27,88,9.81,67.2,196453,64.2,0.0,5,10.0,-4.035,1,3.1300000000000003,121.981,4,0.494
One Of Them Girls,6uyiyatWPCqC59Mm4rO8xL,Lee Brice,1,2020,11,20,76,29.0,64.3,188893,79.0,0.0,4,10.7,-6.079,1,4.61,95.981,4,0.808
Not You Too (feat. Chris Brown),3Q4gttWQ6hxqWOa3tHoTNi,Drake & Chris Brown,2,2020,5,1,79,34.2,45.8,269680,45.2,0.00194,9,7.03,-9.299,0,4.7,86.318,4,0.316
Levitating (feat. DaBaby),5nujrmhLynf4yMoMtj8AQF,Dua Lipa & DaBaby,2,2020,3,27,84,0.8829999999999999,70.19999999999999,203064,82.5,0.0,6,6.74,-3.787,0,6.01,102.977,4,0.915
The Adults Are Talking,5ruzrDWcT0vuJIOMW7gMnW,The Strokes,1,2020,4,10,80,1.13,59.3,309053,74.9,10.6,5,31.4,-5.67,1,4.75,164.959,4,0.649
Christmas (Baby Please Come Home),47ohYW8e7dxCYn9qbUMBCI,Darlene Love,1,2020,12,4,80,39.5,32.5,166453,75.9,0.0362,8,7.729999999999999,-7.146,1,5.3,126.627,4,0.36
this is me trying,7kt9e9LFSpN1zQtYEl19o1,Taylor Swift,1,2020,7,24,80,31.4,51.5,195097,47.6,0.00474,9,17.1,-9.843,1,3.28,135.886,4,0.412
Without Me,6FZDfxM3a3UCqtzo5pxSLZ,Halsey,1,2020,1,17,84,29.7,75.2,201661,48.8,0.0009109999999999,6,9.36,-7.05,1,7.049999999999999,136.041,4,0.533
Come & Go (with Marshmello),2Y0wPrPQBrGhoLn14xRYCG,Juice WRLD & Marshmello,2,2020,7,10,79,1.72,62.5,205485,81.39999999999999,0.0,0,15.8,-5.181,1,6.569999999999999,144.991,4,0.535
mirrorball,0ZNU020wNYvgW84iljPkPP,Taylor Swift,1,2020,7,24,81,68.7,55.3,208978,41.3,0.000233,2,5.94,-10.037,1,3.34,110.107,4,0.379
Time Flies,5H4mXWKcicuLKDn4Jy0sK7,Drake,1,2020,5,1,79,20.1,86.4,192932,47.7,0.0,10,18.2,-5.786,1,22.4,86.46,4,0.5
Sorrows,5TXQCMKN6TgemTL3c4wRTn,Bryson Tiller,1,2020,10,2,77,14.8,63.3,193702,79.3,0.0,5,86.7,-6.847,0,18.2,109.093,4,0.761
WHATS POPPIN,1jaTQ3nqY3oAAYyCTbIvnM,Jack Harlow,1,2020,3,13,79,1.7000000000000002,92.3,139741,60.4,0.0,11,27.200000000000003,-6.671,0,24.5,145.062,4,0.826
Need It,6mtjo5kIHKlboGE84lf1FJ,Migos & YoungBoy Never Broke Again,2,2020,5,22,77,3.1300000000000003,85.2,195681,74.5,0.0,11,8.24,-3.667,0,17.1,148.007,4,0.897
death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,Powfu & beabadoobee,2,2020,2,8,83,73.1,72.6,173333,43.1,0.0,8,69.6,-8.765,0,13.5,144.026,4,0.348
21,3JKgcAa7r07ocVWcV8bS0H,Polo G,1,2020,5,15,77,14.9,78.3,163798,47.9,0.0,7,10.1,-10.646,1,54.1,176.027,4,0.533
tolerate it,0PurA4JVJ8YQgSVopY8fn6,Taylor Swift,1,2020,12,11,80,87.8,31.6,245440,36.1,0.0026699999999999,9,7.969999999999999,-10.381,1,4.88,74.952,5,0.221
WAP (feat. Megan Thee Stallion),4Oun2ylbjFKMPTiaSbbCih,Cardi B & Megan Thee Stallion,2,2020,8,7,80,1.94,93.5,187541,45.4,0.0,1,8.24,-7.509,1,37.5,133.073,4,0.357
Maniac,6KfoDhO4XUWSbnyKjNp9c4,Conan Gray,1,2020,3,20,81,0.1619999999999999,62.8,185773,63.9,0.0,8,35.4,-5.46,1,4.35,108.045,4,0.493
Tyler Herro,3w1WjD2zJqjBjDz5fwqQPJ,Jack Harlow,1,2020,12,11,79,8.72,79.2,156578,79.3,0.0,5,22.0,-6.185,0,8.41,123.031,4,0.775
Sleigh Ride,7fUYUcWy853HS8YJn0b3Sr,The Ronettes,1,2020,12,4,79,40.3,52.900000000000006,181267,77.2,0.000221,2,31.6,-7.013,1,2.87,91.751,4,0.853
Camelot,44sYqNBttbXNxya33FJ3Dj,NLE Choppa,1,2020,8,10,76,8.49,78.7,148759,71.3,0.0,7,71.7,-5.252,1,40.1,175.046,4,0.761
Funny Thing,1c5CllrZr45UBhWpIqM332,Thundercat,1,2020,4,3,78,82.69999999999999,58.6,116630,89.3,64.2,7,21.2,-8.772,1,43.9,140.023,3,0.65
Brown Sleep Noise,5UBonaClAZVfzxJNn8nnhh,Sleep Miracle,1,2020,12,16,77,11.6,5.55,248000,8.37,100.0,1,11.2,-30.397,1,14.7,59.509,4,0.06
3 Headed Goat (feat. Lil Baby & Polo G),6Tguhaf2uAe6OjRLsR2Tql,Lil Durk & Lil Baby & Polo G,3,2020,5,8,76,26.9,84.6,169532,48.0,0.0,8,9.89,-8.618,0,35.9,143.029,4,0.419
GIVE HEAVEN SOME HELL,2bVeUlOC5JjTpkQXuUUoYm,HARDY,1,2020,9,4,74,5.25,63.9,217802,84.3,0.0,11,8.540000000000001,-4.975,1,3.62,126.047,4,0.528
Riot,4aOOExMBUyxKnEYb39SrTg,XXXTENTACION,1,2020,6,1,78,1.9,50.9,78681,54.2,0.639,3,23.0,-8.027,0,44.2,97.767,4,0.151
Heartbreak Anniversary,3FAJ6O0NOHQV8Mc5Ri6ENp,Giveon,1,2020,3,27,82,52.400000000000006,44.9,198371,46.5,0.000102,0,30.3,-8.964,1,7.91,89.087,3,0.543
After Hours,2p8IUWQDrpjuFltbdgLOag,The Weeknd,1,2020,3,20,86,8.110000000000001,66.4,361027,57.2,0.604,5,12.1,-6.099,0,3.05,108.959,4,0.143
For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,Pop Smoke & Lil Baby & DaBaby,3,2020,7,3,80,11.4,82.3,190476,58.6,0.0,6,19.3,-6.606,0,20.0,125.971,4,0.347
Pieces,73rxH6rYJQZtwfjKNb4mwZ,Muscadine Bloodline & Lainey Wilson,2,2020,7,10,73,86.4,49.0,196307,26.1,0.0,6,10.6,-11.495,1,4.2,123.85,4,0.47
After Party,527k23H0A4Q0UJN3vGs0Da,Don Toliver,1,2020,3,13,78,0.981,62.9,167916,69.19999999999999,33.1,5,60.3,-8.045,1,3.76,162.948,4,0.453
Save Me,1rnYNAJPAb586NhetosdNW,Jelly Roll,1,2020,10,16,73,65.3,67.7,240723,40.400000000000006,0.0,0,24.9,-9.552,1,2.7,83.087,3,0.355
Cloud 9,6vFsBXYczYsP0H3lgunZOm,Beach Bunny,1,2020,2,14,80,0.167,63.7,147351,92.9,0.00262,4,34.4,-3.593,1,4.91,80.974,4,0.902
We Paid (feat. 42 Dugg),6gxKUmycQX7uyMwJcweFjp,Lil Baby & 42 Dugg,2,2020,5,1,76,13.5,92.6,181929,54.2,0.0,1,8.77,-5.064,1,29.3,135.14,4,0.564
Vamp Anthem,4CzhtKifG867Lu5DNQVBSA,Playboi Carti,1,2020,12,25,78,0.599,64.2,124094,69.0,0.00013,11,32.2,-5.101,1,26.1,164.075,4,0.641
Lose You To Love Me,4l0Mvzj72xxOpRrp6h8nHi,Selena Gomez,1,2020,1,10,82,55.60000000000001,48.8,206459,34.300000000000004,0.0,4,21.0,-8.985,1,4.36,102.819,4,0.0978
This Side of Paradise,79EkGysjP2dL5GdpeQjRxT,Coyote Theory,1,2020,12,11,81,43.2,30.6,242010,66.4,0.00075,9,13.5,-6.07,1,2.76,158.283,4,0.321
Conversations,4K06PO78fW4mnBVenxGNob,Juice WRLD,1,2020,7,10,77,17.599999999999998,74.7,181661,62.2,0.0,11,15.1,-5.825,1,8.38,159.93,4,0.57
Maine,3Z2anmIVG8b1GelyeFQdnP,Noah Kahan,1,2020,5,1,74,72.89999999999999,53.3,232618,24.0,0.0,6,22.3,-9.512,1,4.24,175.486,4,0.265
Body Like A Back Road,7FpBQ067pHB67deawpbbcY,Sam Hunt,1,2020,4,3,75,44.1,73.6,162547,45.8,0.0,5,14.8,-7.437,1,3.16,98.977,4,0.65
Silly Watch,5egD7A5x9AHdVO2fMo3Wbo,Lil Uzi Vert,1,2020,3,6,74,2.98,90.3,195692,53.5,0.0,8,8.51,-6.238,1,28.6,130.117,4,0.157
When I,4QUsmmXmINYXwh7UsiMX2j,Steve Lacy,1,2020,12,4,76,2.92,82.39999999999999,60952,68.0,83.5,5,6.76,-10.422,1,4.760000000000001,125.961,4,0.67
Pretty Boy,7IL8PSVwLOJxqYne6azxQv,The Neighbourhood,1,2020,9,25,78,20.8,57.8,234093,38.6,4.53,6,30.7,-11.464,1,2.78,154.902,4,0.569
betty,5kI4eCXXzyuIUXjQra0Cxi,Taylor Swift,1,2020,7,24,78,60.0,59.3,294521,37.7,0.0,0,9.76,-8.761,1,2.53,95.939,4,0.502
ONE BEER (feat. Lauren Alaina & Devin Dawson),5Y05LYM8LhnQN78GqfjSeK,HARDY & Lauren Alaina & Devin Dawson,3,2020,9,4,73,56.39999999999999,51.6,173173,74.5,0.0,2,27.500000000000004,-8.352,1,7.739999999999999,186.006,3,0.826
Like I Want You,6qBFSepqLCuh5tehehc1bd,Giveon,1,2020,3,27,78,75.9,67.80000000000001,260776,35.5,0.0070599999999999,10,11.4,-7.757,0,6.2700000000000005,119.772,3,0.438
Coffin,5vDNippoMr52KpXBO9b9KQ,Lil Yachty,1,2020,11,27,76,2.41,92.0,89536,54.7,0.000145,6,9.98,-4.98,0,27.200000000000003,138.05,4,0.606
hot girl bummer,6jRq8gaZhMUyy5RclRPcAf,blackbear,1,2020,8,21,79,12.5,78.2,188344,55.900000000000006,0.0,6,38.5,-7.106,0,7.670000000000001,129.992,1,0.685
GOSHA,0j8ppsOOawdPCJnSTcXgOy,$NOT,1,2020,3,6,75,81.0,84.7,120000,44.8,0.0013499999999999,0,32.5,-10.14,1,41.6,79.975,4,0.488
Grace (feat. 42 Dugg),01JMnRUs2YOK6DDpdQASGY,Lil Baby & 42 Dugg,2,2020,2,28,74,38.0,81.69999999999999,203438,51.3,0.0,10,10.9,-6.263,0,39.4,123.029,4,0.177
November Air,0u9NVrPqUINrHIFCuPOnYm,Zach Bryan,1,2020,11,27,73,77.4,42.9,243709,19.7,0.0003019999999999,3,14.6,-9.798,1,3.2,128.49,4,0.197
"I miss you, I’m sorry",4nyF5lmSziBAt7ESAUjpbx,Gracie Abrams,1,2020,7,14,80,73.1,44.5,167538,45.5,0.000147,7,12.4,-6.405,1,5.75,109.885,5,0.151
Element,57BGVV6wcyhbn3hsjlqEZB,Pop Smoke,1,2020,2,7,79,3.01,77.2,135747,87.8,0.0002179999999999,2,25.1,-4.22,1,32.4,61.311,5,0.305
Cardigan,0Li1OuXXfi7950ilZUFGkF,Don Toliver,1,2020,3,13,77,24.8,74.7,158709,49.7,0.0,4,13.8,-6.542,0,4.01,142.046,4,0.0663
Meet Me At Our Spot,07MDkzWARZaLEdKxo6yArG,THE ANXIETY & WILLOW & Tyler Cole,3,2020,3,13,78,1.53,77.3,162680,47.0,0.0193,2,8.51,-7.93,1,2.99,94.995,4,0.399
Joy Of My Life,4EuaDcxHmHKS6gZ5iuGba0,Chris Stapleton,1,2020,11,13,74,22.3,63.0,274520,48.5,5.35,3,10.3,-8.955,1,2.99,149.23,4,0.398
Don't Start Now,3PfIrDoz19wz7qK7tYeu62,Dua Lipa,1,2020,3,27,84,1.23,79.3,183290,79.3,0.0,11,9.51,-4.521,0,8.3,123.95,4,0.679
Bottle and Mary Jane,5MbtltJOrf5hTldbvaEqdV,Jelly Roll,1,2020,3,13,72,65.10000000000001,55.1,172421,62.6,0.0,11,16.5,-7.666,0,18.9,180.015,3,0.426
Flex (feat. Juice WRLD),2QqJTIlGKRLJC3onkavYEz,Polo G & Juice WRLD,2,2020,5,15,75,5.38,75.2,163902,67.30000000000001,0.0,10,13.3,-5.792,0,15.3,164.009,4,0.35
Free Mind,2mzM4Y0Rnx2BDZqRnhQ5Q6,Tems,1,2020,9,25,77,44.2,56.2,247579,46.3,0.0145,6,15.7,-7.478,1,7.870000000000001,125.15,5,0.416
New Tank,4txKMpsSfZRV6durPuHVq0,Playboi Carti,1,2020,12,25,77,3.1,81.89999999999999,89741,63.8,0.0116,10,15.2,-4.831,0,22.6,150.993,4,0.167
The Good Ones,3hLuHKzG1cmlRpq53ZVWd8,Gabby Barrett,1,2020,6,19,74,18.0,51.9,215141,55.2,0.0,2,14.9,-5.023,1,2.59,89.957,4,0.331
It Almost Worked,4NUhcsz9E1LrBe8nXLZqzp,TV Girl,1,2020,5,1,76,30.2,67.30000000000001,152000,88.6,34.8,9,7.920000000000001,-4.347,1,2.82,140.586,4,0.679
"Twinkle, Twinkle, Little Star",147gCksvDRmjG1pO51ZCcf,Adelmar Borrego,1,2020,1,31,78,99.6,44.3,100562,2.48,96.7,11,12.0,-25.351,1,6.22,68.123,4,0.52
my ex's best friend (with blackbear),7kDUspsoYfLkWnZR7qwHZl,Machine Gun Kelly & blackbear,2,2020,9,25,76,0.473,73.1,139461,67.5,0.0,5,14.099999999999998,-5.134,0,4.34,124.939,4,0.298
La Curiosidad,4HYDUMY0xSpeBr0AMY9cUz,Jay Wheeler & DJ Nelson & Myke Towers,3,2020,6,12,84,26.9,84.5,219048,67.7,0.0916999999999999,11,10.8,-4.798,0,13.6,90.013,4,0.68
Courtesy,5aN5LC7k4x4oiVaEnlcTeJ,Money Man,1,2020,3,2,74,0.502,84.5,130000,51.7,0.00273,11,9.06,-8.063,0,13.7,119.975,4,0.274
positions,35mvY5S1H3J2QZyna3TFe0,Ariana Grande,1,2020,10,30,83,46.8,73.7,172325,80.2,0.0,0,9.31,-4.771,1,8.780000000000001,144.015,4,0.682
The Thrill,56oGoEjA9eTZYgsttEFKY3,Wiz Khalifa & Empire of the Sun,2,2020,11,11,77,27.700000000000003,81.69999999999999,234334,77.5,0.0,10,10.8,-4.767,0,10.8,126.984,4,0.806
Mr. Right Now (feat. Drake),4Q34FP1AT7GEl9oLgNtiWj,21 Savage & Metro Boomin & Drake,3,2020,10,2,74,23.1,64.7,193839,66.7,0.0,5,13.3,-5.563,1,30.4,172.08,4,0.704
the last great american dynasty,2Eeur20xVqfUoM3Q7EFPFt,Taylor Swift,1,2020,7,24,78,46.7,68.60000000000001,230999,66.2,0.2299999999999999,7,10.9,-8.505,1,4.130000000000001,147.922,4,0.706
PTSD,1C8ux1YWLMHCenYJFiIV4Z,G Herbo & Lil Uzi Vert & Juice WRLD & Chance the Rapper,4,2020,2,28,74,3.1300000000000003,88.3,232065,80.80000000000001,0.0,1,20.7,-3.158,0,18.2,119.01,4,0.806
