track_name,track_id,artist(s)_name,artist_count,released_year,released_month,released_day,popularity,acousticness_%,danceability_%,duration_ms,energy_%,instrumentalness_%,key,liveness_%,loudness,mode,speechiness_%,tempo(bpm),time_signature,valence_%
Out Of Love (feat. Internet Money),0IJA9KP6rT55jrP1YpTdhx,Lil Tecca & Internet Money,2,2020,9,18,76,8.469999999999999,73.2,153627,63.6,0.0,7,24.1,-6.162,0,4.97,138.061,4,0.358
We Might Even Be Falling In Love (Interlude),4rCuwgRRKaIiHlHDc8Bga6,Victoria Monét,1,2020,8,7,76,41.5,76.8,51914,50.6,3.76,6,13.3,-8.913,1,16.5,77.1,4,0.862
that way,7l97ElWmIdVHWUaOeeU5ZC,Tate McRae,1,2020,1,24,80,72.8,45.3,175027,38.3,0.0,0,38.7,-11.015,1,16.3,105.029,4,0.333
Blue World,2hwOoMtWPtTSSn6WHV7Vp5,Mac Miller,1,2020,1,17,76,38.9,74.2,209440,55.3,0.0,8,6.94,-8.98,1,41.9,84.931,4,0.508
El Tóxico,7E9GeFGfjXw9LAI4ay6rsw,Grupo Firme & Carin Leon,2,2020,10,27,81,40.7,62.6,179746,50.3,0.0,10,23.4,-5.087,1,14.099999999999998,72.985,4,0.821
Lemonade (feat. NAV),1p0rEzrK7YtdRZVtiyV7RN,Internet Money & Gunna & Don Toliver & NAV,4,2020,8,28,79,25.0,80.0,195429,65.8,0.0,1,11.1,-6.142,0,7.9,140.042,4,0.462
Sum 2 Prove,5f4Hy5mw5SRaUgXX9c6P5S,Lil Baby,1,2020,2,28,74,1.69,82.69999999999999,205760,55.2,0.0,4,12.2,-7.571,0,27.4,124.011,4,0.408
ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,DaBaby & Roddy Ricch,2,2020,4,17,79,24.7,74.6,181733,69.0,0.0,11,10.1,-7.956,1,16.400000000000002,89.977,4,0.497
seven,6KJqZcs9XDgVck7Lg9QOTC,Taylor Swift,1,2020,7,24,77,90.0,59.6,208907,48.8,0.0026999999999999,4,9.1,-10.769,1,2.74,94.926,4,0.415
E-ER (feat. Lil Yachty),4N7i6RfJXMWfkx9Zr6pzkJ,DJ Scheme & Ski Mask The Slump God & Danny Towers & Lil Yachty,4,2020,12,4,74,7.399999999999999,95.2,163385,29.0,0.0,8,10.7,-11.459,1,42.8,130.083,4,0.394
Got It On Me,25zlnOAzbVoOzIeXSvQFf1,Pop Smoke,1,2020,7,3,77,0.815,68.8,164580,64.7,0.00165,2,9.5,-7.258,1,19.0,88.834,4,0.195
Christmas Without You,1QLZKzC2pjP4ySf4ALrNhm,Ava Max,1,2020,10,15,80,42.4,65.4,169245,59.6,0.0,1,11.0,-4.68,1,4.58,118.078,4,0.382
Atomic Vomit,3YBfHJTZPHn5DqgMnD6g5g,Steve Lacy,1,2020,12,4,75,45.6,66.7,90000,53.2,1.22,2,12.0,-11.288,1,18.0,86.576,4,0.882
Me and My Guitar,6cZH4rX1KTt1aJ3Ql6Ynja,A Boogie Wit da Hoodie,1,2020,2,14,73,47.3,64.4,161765,58.7,0.0,7,7.59,-6.736,0,35.3,173.972,4,0.68
Let You Down,1HMFdKHDiHY0qmqdVH710d,Zach Bryan,1,2020,11,27,72,39.0,51.5,209089,45.7,0.0,2,25.5,-4.786,1,2.77,83.627,4,0.625
La Santa,69vlMrzHwATKzupwNcUPyK,Bad Bunny & Daddy Yankee,2,2020,2,29,82,3.26,74.4,206420,86.8,0.0,1,8.219999999999999,-4.524,1,4.7,93.037,4,0.586
I Hope,23T0OX7QOiIUFShSzbJ5Uo,Gabby Barrett,1,2020,6,19,74,9.51,46.6,210773,53.6,0.0,6,11.4,-6.227,1,4.29,75.998,4,0.377
Too Comfortable,0biVzpdI2z0vAxwfU9xuuA,Future,1,2020,5,15,74,4.55,93.5,236819,47.2,0.0,3,19.0,-9.304,0,5.75,130.041,4,0.659
Remember That Night?,1nYzjrdVQ8RpF93M0jPFW7,Sara Kays,1,2020,11,6,79,58.5,67.9,227186,61.0,0.00951,7,15.6,-10.936,0,3.05,123.978,4,0.554
Life Is Good (feat. Drake),5yY9lUy8nbvjM1Uyo1Uqoc,Future & Drake,2,2020,1,10,77,7.06,67.60000000000001,237735,60.9,0.0,2,15.2,-5.831,0,48.1,142.037,4,0.508
Con Tus Besos,6WYB1odDfMPVMyp1QxFInT,Eslabon Armado,1,2020,4,6,76,33.5,68.10000000000001,226821,66.4,0.0,6,4.18,-8.019,0,3.53,102.166,3,0.861
1 Scale (feat. G Herbo),5gmkw2031VVIboYqPIjSWB,Young Dolph & G Herbo,2,2020,8,14,71,2.89,87.8,176040,63.5,0.0,6,27.6,-5.811,0,24.0,135.035,4,0.331
Suicidal (feat. Juice WRLD) - Remix,4S2uhQE8L9V6p7rj7SiauJ,YNW Melly & Juice WRLD,2,2020,3,13,75,47.4,65.5,225857,44.1,0.0,9,9.9,-5.245,0,6.29,139.957,4,0.273
Boss Bitch,78qd8dvwea0Gosb6Fe6j3k,Doja Cat,1,2020,1,23,80,12.7,70.7,134240,95.5,0.0,10,20.200000000000003,-4.593,0,22.2,125.989,4,0.575
Dicked Down in Dallas,1yhft6ZqYadd4GOrKrmK3a,Trey Lewis,1,2020,12,1,72,6.08,51.0,201350,92.9,0.000539,6,10.1,-4.685,1,4.5600000000000005,122.036,4,0.438
Higher,2QdSb68BzZGMgCbsrFmSLc,Tems,1,2020,9,25,76,50.9,60.9,196204,58.1,0.0,2,28.3,-10.854,1,27.700000000000003,102.964,3,0.528
Letter From Houston,64NX4R1rgHb1LMLDAnNNPp,Rod Wave,1,2020,8,7,71,13.8,67.9,173893,57.4,0.0,11,26.6,-10.431,0,6.510000000000001,156.036,4,0.75
Mirage,1w327AHTCoChRIkJUprAnV,Orion Sun,1,2020,1,6,75,87.0,68.30000000000001,57496,46.8,67.30000000000001,9,10.8,-10.058,0,7.430000000000001,117.095,4,0.47
Shinunoga E-Wa,0o9zmvc5f3EFApU52PPIyW,Fujii Kaze,1,2020,5,20,82,16.6,60.0,185573,76.0,0.00409,6,18.9,-6.124,0,4.52,158.078,4,0.519
I Really Want to Stay at Your House,7mykoq6R3BArsSpNDjFQTm,Rosa Walton & Hallie Coggins,2,2020,12,18,78,0.237,49.0,246653,73.8,0.000458,3,8.51,-7.399,0,3.67,124.966,4,0.126
Mood Swings (feat. Lil Tjay),5rZlwNFl01HqLWBQGryKSm,Pop Smoke & Lil Tjay,2,2020,7,3,79,48.7,48.0,213333,60.2,0.0,10,8.48,-6.335,0,36.8,179.798,4,0.269
Shoot It Out,5hKzUzm3LjtWNnkrKbIw77,Jdot Breezy,1,2020,10,31,70,29.2,64.8,128183,42.0,0.000389,1,11.8,-9.728,1,32.800000000000004,82.398,4,0.144
TE MUDASTE,5RubKOuDoPn5Kj5TLVxSxY,Bad Bunny,1,2020,11,27,81,23.4,81.10000000000001,130014,63.7,0.0572,10,11.8,-4.835,0,5.91,92.025,4,0.471
Stay With Me,2WYs5LxOZfEyURXu7V0O1a,1nonly,1,2020,10,11,79,30.2,68.4,141505,84.39999999999999,0.0,9,37.4,-7.649,1,33.5,126.677,5,0.335
Gratitude,0cXV6AoJBnrnrXK0toJHpB,Brandon Lake,1,2020,8,28,72,63.5,23.7,337560,22.4,0.0,11,9.99,-10.002,1,3.29,155.628,3,0.164
DÁKITI,47EiUVwUp4C9fGccaPuUCS,Bad Bunny & Jhayco,2,2020,10,30,80,40.1,73.1,205090,57.3,0.00522,4,11.3,-10.059,0,5.44,109.928,4,0.145
Kings & Queens,7a53HqqArd4b9NF4XAmlbI,Ava Max,1,2020,9,18,82,0.786,63.7,162399,69.0,0.0,1,12.4,-4.057,0,4.05,129.857,4,0.457
Dark Clouds,5s8a3reYfth5IIqIJMtx40,Rod Wave,1,2020,4,3,70,20.6,70.7,169453,59.2,0.0,4,9.39,-10.057,0,26.5,169.897,4,0.409
Stay High,21CkzgKCBCq5V4XKjiGSIj,Juice WRLD,1,2020,7,10,75,43.9,74.5,168685,50.0,0.0,8,9.43,-6.184,1,13.5,76.968,4,0.433
Traveling Man,1cfi4ewXF9ifZ7it025zDK,Zach Bryan,1,2020,11,27,71,46.2,38.7,197211,40.400000000000006,0.0,7,7.99,-6.381,1,3.19,168.289,3,0.285
Se Amerita,3pQYf90V5idOGrXzosm9rt,Junior H,1,2020,9,2,78,26.4,75.2,235858,71.89999999999999,0.00796,6,12.6,-4.399,0,2.85,107.582,4,0.544
Strangers,3wcluZHyfuTzIXHfwXVAIE,Mt. Joy,1,2020,6,5,72,73.9,56.39999999999999,193187,63.6,2.24,7,8.07,-8.136,1,4.18,101.913,4,0.218
Rags2Riches 2 (feat. Lil Baby),40TPiJpvwGIyvPjJMDTKfy,Rod Wave & Lil Baby,2,2020,8,7,72,14.7,87.4,235988,44.3,0.0,5,12.4,-9.628,0,24.1,118.004,4,0.298
Invincible,792HwhrdO3ErRKL5yRe4Ge,Pop Smoke,1,2020,2,7,80,12.5,54.8,127547,73.2,0.0,11,26.9,-5.652,0,33.6,142.791,4,0.612
What the Fuck is Happening,29iepR0ydOuYFaZp8um6H8,$uicideboy$,1,2020,2,14,72,1.7000000000000002,83.0,106341,87.1,0.0771,0,10.6,-3.089,1,15.2,139.968,4,0.784
Levitating,39LLxExYz6ewLAcYrzQQyP,Dua Lipa,1,2020,3,27,81,5.609999999999999,69.5,203808,88.4,0.0,6,21.3,-2.278,0,7.53,103.014,4,0.914
Chandelier,1cwqP7Tyxu5z8XDYoPkNte,Will Paquin,1,2020,9,25,75,67.4,33.300000000000004,127465,49.8,0.000651,2,12.0,-9.121,0,4.68,87.082,4,0.427
Righteous,5dOxHHMOFAbG3VH23t0xNm,Juice WRLD,1,2020,7,10,74,4.17,70.6,242181,62.5,0.0,0,12.9,-7.426,1,3.14,142.948,4,0.225
Putrid Pride,4x3vJJYSW9fZWIubv5mmww,$uicideboy$,1,2020,2,14,72,19.7,90.3,106971,64.3,0.0,10,11.1,-5.669,0,9.25,110.003,4,0.224
I Know,40j4RoqmLiivqzRObbQ4BF,Polo G,1,2020,5,15,74,9.19,80.7,176575,66.5,0.0,5,7.88,-5.249,0,27.6,164.964,4,0.557
Black Creek,4jB3Mw900goYibsFAueHph,Brent Cobb,1,2020,2,7,72,56.3,53.7,212454,36.5,3.88,0,11.9,-12.303,1,3.31,80.597,4,0.441
BookBag 2.0 (feat. Polo G),0vwOWwl785S9EU1wtbeLLJ,BigKayBeezy & Polo G,2,2020,9,16,71,32.2,90.9,171245,54.1,0.0,8,9.42,-6.436,1,49.7,135.106,4,0.823
MIDDLE OF THE NIGHT,58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,1,2020,1,10,83,2.28,41.0,184448,61.1,0.0,4,11.6,-8.271,0,4.67,185.727,3,0.0899
seasons,5VBjyOQzqlPNgdRPMM6prF,wave to earth,1,2020,8,4,82,78.2,37.2,255999,27.3,4.63,7,21.9,-10.629,1,2.68,60.038,4,0.165
Word on the Streets,3jhStgnHgwPGaSyhdHuT1Z,Key Glock,1,2020,1,31,71,2.66,88.6,207600,64.60000000000001,0.00376,10,8.57,-7.288,0,32.800000000000004,148.119,4,0.798
Crooked Teeth,0Is8zshpnWUiFQJIYAMrQN,Zach Bryan,1,2020,11,27,71,54.8,77.0,197227,40.3,0.0,0,10.6,-6.039,0,4.45,99.428,4,0.658
Still With You,0eFMbKCRw8KByXyWBw8WO7,Jung Kook,1,2020,6,5,82,8.99,52.900000000000006,239906,46.9,0.00153,1,83.1,-6.967,0,3.58,87.864,4,0.344
Falling,0Aqi7ArnBrGblW5T6p2jmD,Trevor Daniel,1,2020,3,26,80,12.3,78.5,159382,43.1,0.0,10,8.870000000000001,-8.756,0,3.64,127.085,4,0.236
Cold As You,7IWV29mryrqtO0JVgnPtfv,Luke Combs,1,2020,10,23,73,5.27,59.8,186107,84.6,0.0,6,11.3,-4.956,1,3.55,144.04,4,0.328
Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,1oFAF1hdPOickyHgbuRjyX,The Weeknd & Ariana Grande,2,2020,3,20,83,2.15,65.0,191014,82.5,0.00244,0,9.36,-4.645,1,3.25,118.091,4,0.593
Texas Sun,24ntSW3QVJzR79lHAAOTaY,Khruangbin & Leon Bridges,2,2020,2,7,76,3.64,63.6,252812,63.4,14.7,7,9.98,-10.01,1,3.42,111.563,4,0.599
Thinking 'Bout Love,42UaitnwvuKqNcD5Oa2HlD,Wild Rivers,1,2020,5,1,73,47.9,73.3,199391,32.4,0.0,5,6.7,-8.122,1,3.3000000000000003,141.8,4,0.388
You Make It Feel Like Christmas (with Blake Shelton),3SjaE7SExrVnRZi45KXT3O,Gwen Stefani & Blake Shelton,2,2020,10,23,73,1.52,63.5,156773,87.0,0.0,2,11.8,-4.291,0,4.0,92.999,4,0.912
Stop Breathing,2lLG56qpLP3UbcLuzMvkWX,Playboi Carti,1,2020,12,25,75,0.637,85.6,218943,56.99999999999999,0.0,9,9.84,-4.486,1,28.6,154.967,4,0.155
Crooked Teeth,0Is8zshpnWUiFQJIYAMrQN,Zach Bryan,1,2020,11,27,71,54.8,77.0,197227,40.3,0.0,0,10.6,-6.039,0,4.45,99.428,4,0.658
Freakin' Out On the Interstate,0awZwmlC6pxH65KTZpadmX,Briston Maroney,1,2020,7,10,72,38.8,45.0,251906,79.4,0.0,4,30.3,-5.015,1,5.38,143.861,4,0.362
Michelle,6XrTwqp0vMc2Z3m4ttoyRe,Sir Chloe,1,2020,10,23,75,7.81,36.6,214088,43.9,0.0019199999999999,4,10.8,-5.238,1,2.98,115.94,3,0.11
Cold As You,7IWV29mryrqtO0JVgnPtfv,Luke Combs,1,2020,10,23,73,5.27,59.8,186107,84.6,0.0,6,11.3,-4.956,1,3.55,144.04,4,0.328
Die From A Broken Heart,3DA4SE262k6rdEtlHteNyq,Maddie & Tae,1,2020,4,10,71,37.3,59.6,188320,52.2,0.0,9,29.1,-6.633,1,3.58,76.042,4,0.443
Blueberry Faygo,22LAwLoDA5b4AaGSkg6bKW,Lil Mosey,1,2020,2,6,76,20.7,77.4,162547,55.400000000000006,0.0,0,13.2,-7.909,1,3.83,99.034,4,0.349
MIDDLE OF THE NIGHT,58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,1,2020,1,10,83,2.28,41.0,184448,61.1,0.0,4,11.6,-8.271,0,4.67,185.727,3,0.0899
I'm God,0FVuyC9RP5MACjp4lgU3qZ,Clams Casino & Imogen Heap,2,2020,4,24,77,7.109999999999999,52.900000000000006,277711,64.1,76.0,2,10.2,-6.78,1,3.36,141.927,4,0.089
Texas Sun,24ntSW3QVJzR79lHAAOTaY,Khruangbin & Leon Bridges,2,2020,2,7,76,3.64,63.6,252812,63.4,14.7,7,9.98,-10.01,1,3.42,111.563,4,0.599
Thinking 'Bout Love,42UaitnwvuKqNcD5Oa2HlD,Wild Rivers,1,2020,5,1,73,47.9,73.3,199391,32.4,0.0,5,6.7,-8.122,1,3.3000000000000003,141.8,4,0.388
Cowpoke,0QJKUh0ga2ubfuVs8DM7bq,Colter Wall,1,2020,8,28,71,40.0,47.8,192627,36.6,0.66,0,9.84,-12.045,1,3.76,121.683,3,0.291
I Know The End,0pJW1Xw3aY4Eh6k5iuBkfI,Phoebe Bridgers,1,2020,6,18,75,33.0,32.300000000000004,344693,32.300000000000004,2.29,1,23.3,-10.268,1,3.51,111.826,4,0.256
Hello (feat. A Boogie Wit da Hoodie),2r6OAV3WsYtXuXjvJ1lIDi,Pop Smoke & A Boogie Wit da Hoodie,2,2020,7,20,77,1.87,90.5,190534,64.7,0.0,10,28.2,-5.065,0,10.7,130.97,4,0.367
CÓMO SE SIENTE - Remix,2tFwfmceQa1Y6nRPhYbEtC,Jhayco & Bad Bunny,2,2020,5,9,80,9.46,80.7,227520,60.6,0.0,3,11.9,-8.871,0,8.799999999999999,92.988,4,0.304
Loom,46dUiDTF3xDchz5lZ3T36s,Zach Bryan,1,2020,5,8,71,85.0,61.4,163531,21.8,0.022,3,33.7,-15.13,1,6.52,114.349,4,0.521
Intolewd,79rfskJwK9NLN3p5cdccth,Matt Maltese,1,2020,11,20,77,91.0,75.9,79989,20.3,19.4,7,10.4,-16.991,0,3.9,85.092,4,0.637
Girl Of My Dreams,09YHm6IkdZko28KdEbXtPb,Rod Wave,1,2020,4,3,70,48.8,63.7,159733,56.2,0.0,4,11.4,-7.348,0,6.94,75.041,4,0.352
Weight On Me,6A4hgJdwriera4WSUl4moW,Sheff G & Sleepy Hallow,2,2020,5,15,74,70.7,80.10000000000001,157619,53.3,0.00428,3,12.5,-6.198,0,22.2,121.959,4,0.626
gold rush,5BK0uqwY9DNfZ630STAEaq,Taylor Swift,1,2020,12,11,75,83.0,51.2,185320,46.2,16.6,9,12.1,-10.491,1,4.08,112.05,4,0.353
The Greatest,0EVG3d1RVbJjYh43fQDcR9,Rod Wave,1,2020,4,3,70,8.99,73.1,168587,40.5,0.0,0,6.959999999999999,-14.41,1,14.8,125.96,4,0.591
Drunk Driving,3ERb3f5nGNwRcNLNoN3KRg,Koe Wetzel,1,2020,11,20,70,8.03,32.6,238211,62.1,0.0,0,12.7,-5.621,1,3.47,119.977,4,0.368
Pardon Me (Lil Yachty feat. Future & Mike WiLL Made-It),1sxGIhaxY8eF52e1TlShSP,Lil Yachty & Future & Mike WiLL Made-It,3,2020,5,29,71,7.04,88.7,178901,59.7,0.0,6,17.8,-6.66,0,28.1,129.976,4,0.477
34+35,6Im9k8u9iIzKMrmV7BWtlF,Ariana Grande,1,2020,10,30,80,23.7,83.0,173711,58.5,0.0,0,24.8,-6.476,1,9.4,109.978,4,0.485
DÁKITI,4MzXwWMhyBbmu6hOcLVD49,Bad Bunny & Jhayco,2,2020,11,27,79,40.1,73.1,205090,57.3,0.00522,4,11.3,-10.059,0,5.44,109.928,4,0.145
Hate The Other Side (with Marshmello & The Kid Laroi),0ada5XsQGLPUVbmTCkAP49,Juice WRLD & Marshmello & The Kid LAROI & Polo G,4,2020,7,10,74,29.1,70.1,160212,65.0,0.0,6,11.2,-6.313,1,10.4,90.003,4,0.647
Rät,4blPH3Uy89WnOnYlIv7Ev4,Penelope Scott,1,2020,9,25,74,32.6,60.9,194165,44.9,0.0115,5,14.7,-13.291,0,24.9,143.854,4,0.309
Good News,1DWZUa5Mzf2BwzpHtgbHPY,Mac Miller,1,2020,1,17,75,85.3,79.4,342040,32.0,13.4,1,11.2,-12.92,0,17.299999999999997,174.088,4,0.241
DOLLAZ ON MY HEAD (feat. Young Thug),3nS9a01VvXHQriLqJYwRqG,Gunna & Young Thug,2,2020,5,22,73,11.4,82.5,197760,45.8,0.0,0,10.2,-7.47,1,5.7700000000000005,145.115,4,0.161
Cabrón y Vago - En Vivo,4nbWX2HzrOEnX4xxvYRCyU,El Fantasma & Los Dos Carnales,2,2020,7,31,77,69.69999999999999,54.7,142065,63.8,0.0,8,7.399999999999999,-2.99,1,12.4,176.277,3,0.876
I Hope You’re Happy Now,0Al3wN3keprGTSgG8NBwjr,Carly Pearce & Lee Brice,2,2020,2,14,71,16.8,59.1,198689,81.5,0.000868,10,14.2,-4.725,1,3.66,118.024,4,0.306
Drankin N Smokin,0k7wmahjkn389wAZdz19Cv,Future & Lil Uzi Vert,2,2020,11,13,72,4.21,75.2,213520,65.8,0.0,0,9.27,-6.297,1,34.2,151.951,4,0.387
Under The Mistletoe,2K4XbdyLxi9jhqVQeyUKRK,Kelly Clarkson & Brett Eldredge & Atlantic Holiday,3,2020,10,28,74,1.68,43.7,225688,80.2,0.0,2,8.6,-5.063,1,11.1,178.137,4,0.704
If You Love Her,727Z2S2mtNH46CbP9EWPwY,Forest Blakk,1,2020,9,30,78,35.5,28.6,217352,44.5,0.0,6,11.4,-8.087,1,3.47,50.827,4,0.278
Good Die Young,6vBbirJ0n9L0j1XPtWlG6T,Koe Wetzel,1,2020,11,20,69,3.96,60.4,165699,72.0,0.0,11,5.83,-5.628,1,4.130000000000001,118.041,4,0.513
Freak Show,2Rb6nYmuLEblpq4KIAjngL,Punkinloveee & H3artcrush,2,2020,6,9,76,0.5519999999999999,66.5,125362,82.5,0.00225,8,41.6,-5.954,0,17.9,138.09,4,0.683
Dynamite,5QDLhrAOJJdNAmCTJ8xMyW,BTS,1,2020,11,20,82,1.12,74.6,199054,76.5,0.0,6,9.36,-4.41,0,9.93,114.044,4,0.737
Go Crazy,1IIKrJVP1C9N7iPtG6eOsK,Chris Brown & Young Thug,2,2020,5,8,77,31.6,75.5,176960,57.8,0.0,0,25.0,-8.932,0,14.499999999999998,94.148,4,0.581
Teeth,3NxWJWftvkstyxvb1pZlFo,5 Seconds of Summer,1,2020,3,27,78,4.37,74.5,205503,45.4,0.000347,3,7.41,-2.986,0,3.92,139.007,4,0.43
Blue Bills (feat. $NOT & Fenix Flexin),2ODUTBkiOWoYSUjKpGJxQE,DJ Scheme & $NOT & Fenix Flexin,3,2020,12,4,73,16.6,82.0,100267,49.4,0.000435,1,13.0,-9.47,1,18.0,95.994,4,0.362
Stargazing,0VF7YLIxSQKyNiFL3X6MmN,The Neighbourhood,1,2020,12,11,75,0.304,51.2,217027,48.3,0.11,0,12.0,-7.798,1,2.98,160.009,4,0.367
Si Veo a Tu Mamá,41wtwzCZkXwpnakmwJ239F,Bad Bunny,1,2020,2,29,79,40.2,90.0,170972,60.3,0.000481,2,13.4,-5.313,1,6.460000000000001,129.928,4,0.824
I WANNA SEE SOME ASS (feat. jetsonmade),2aWVaW1p2kUc5yuKwBmRJi,Jack Harlow & jetsonmade,2,2020,3,13,73,18.0,89.9,125302,69.1,0.0451,0,13.5,-7.554,1,4.97,107.951,4,0.865
Essence (feat. Tems),5FG7Tl93LdH117jEKYl3Cm,Wizkid & Tems,2,2020,10,29,75,2.66,84.89999999999999,248040,70.7,0.0008579999999999,0,61.8,-6.002,1,11.3,104.027,4,0.602
Son Of A Gun,5ClRKRmW1p6RQcdwzY1kNJ,Key Glock,1,2020,5,22,73,0.496,76.6,106827,90.7,11.9,10,25.0,-5.742,0,3.56,130.01,4,0.303
RIP Luv,1wGnp7ejkCuXRsehXx0PNP,21 Savage & Metro Boomin,2,2020,10,2,73,10.5,63.0,214192,39.900000000000006,17.4,5,23.4,-9.869,0,17.8,183.016,3,0.0657
i can see clearly,0hTenOns6LBffrOtLg3rMe,Lil Darkie,1,2020,12,25,71,20.6,70.5,193548,61.9,0.0986,8,13.900000000000002,-6.208,1,4.93,93.031,4,0.39
Fuck The World (Summer in London),2CzUlaKN1mvb0szagSR3ux,Brent Faiyaz,1,2020,2,7,72,87.3,67.9,236704,28.1,0.335,3,21.5,-15.506,0,18.4,74.996,4,0.234
Kyoto,4vjvx7Zxkb4AltGcZ0BBvI,Phoebe Bridgers,1,2020,6,18,73,4.67,60.0,184524,74.9,29.5,11,9.15,-6.889,1,4.19,131.024,4,0.485
ivy,19CSr8rwW05VJL2F91KFNK,Taylor Swift,1,2020,12,11,74,85.5,51.5,260440,54.50000000000001,0.00197,2,9.21,-9.277,1,3.53,88.856,4,0.535
the 1,4pfrrhvplbJZAIsfosGWQP,Taylor Swift,1,2020,8,18,74,75.0,78.0,210240,36.1,0.000714,0,10.8,-6.942,1,4.8,139.902,4,0.163
IDK You Yet,0j1Ia2lQWrcXrQZI4AdJlk,Alexander 23,1,2020,6,23,77,88.6,64.8,184638,30.8,7.739999999999999,1,12.4,-11.729,1,4.0,76.997,1,0.198
Tequila Shots,30KctD1WsHKTIYczXjip5a,Kid Cudi,1,2020,12,11,72,8.4,71.2,193293,55.60000000000001,0.00504,5,52.7,-7.214,0,5.3100000000000005,90.494,4,0.22
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",2MbdDtCv5LUVjYy9RuGTgC,Jack Harlow & Tory Lanez & DaBaby & Lil Wayne,4,2020,6,24,73,6.3100000000000005,90.4,227478,72.3,0.0,11,18.5,-5.224,0,26.0,145.013,4,0.835
Feed the Machine,40wmXUgVB0N5eLK8CuOhm3,Poor Man's Poison,1,2020,7,17,75,45.8,64.3,183328,45.2,0.0,4,39.8,-11.288,0,11.3,176.008,4,0.771
Emotionally Scarred,7ge7BHazYbVKi8qyZUX1Bm,Lil Baby,1,2020,2,28,73,2.86,58.5,197530,64.1,0.0,6,31.6,-4.269,0,13.3,88.284,4,0.266
Hate Me,15og0pCEcTFWEXOFKdcJlU,Ellie Goulding & Juice WRLD,2,2020,7,16,75,8.75,64.0,188067,78.9,0.0,8,14.7,-4.891,1,6.44,75.018,4,0.762
Por Mi México,2sUknbm8xdLQgH7wb8xcTX,Lefty Sm & Santa Fe Klan,2,2020,6,19,75,3.45,78.2,218250,66.2,0.0,1,21.6,-6.809,0,17.8,80.008,4,0.821
cardigan,0KRYCBwIpWYFNrXOmXbyUh,Taylor Swift,1,2020,8,18,75,52.5,61.2,239560,57.99999999999999,0.0414,0,26.0,-8.572,0,4.19,130.045,4,0.534
Onna Come Up,0e4A9Fak1nJ7RtBD8YpoEo,Lil Eazzyy,1,2020,11,20,73,35.6,79.60000000000001,128014,42.6,0.00273,1,9.41,-13.207,1,28.5,150.043,4,0.649
24 (feat. Lil Baby),0xUvi7wldroBzaZCengPa5,Money Man & Lil Baby,2,2020,8,21,73,14.6,86.8,182857,63.8,5.65,2,9.31,-7.746,1,7.359999999999999,126.03,4,0.459
Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,Ariana Grande & Justin Bieber,2,2020,5,8,82,22.3,59.7,228482,45.0,0.0,8,38.2,-6.658,1,4.18,178.765,3,0.537
Heartless (feat. Mustard),2iP3unJbxZvRuqyrS0ocZy,Polo G & Mustard,2,2020,5,15,71,14.9,77.60000000000001,204000,64.0,0.0,7,10.1,-8.058,1,18.4,160.038,4,0.326
Moon Song,46RNrAkGsqWTDrv2ZPOAbx,Phoebe Bridgers,1,2020,6,18,73,86.9,33.900000000000006,277677,24.3,0.369,1,10.7,-12.512,1,5.6000000000000005,154.909,3,0.183
One More Hour,0mO6oS60RST2sWmN2FKknP,Tame Impala,1,2020,2,14,75,10.8,64.7,432560,39.8,10.7,4,14.8,-8.63,1,2.83,102.029,4,0.32
Hard To Choose One,66z5CuZkqkb18VhFTRwbZk,Future,1,2020,5,15,72,1.1,88.4,193657,43.6,0.0,10,10.1,-9.922,1,25.5,119.013,4,0.254
Memory I Don't Mess With,1zYZs8Vbjhbzx5M3olcRnm,Lee Brice,1,2020,11,20,70,17.1,61.7,180617,70.39999999999999,0.0,6,9.24,-7.61,0,2.58,91.541,4,0.57
LA NOCHE DE ANOCHE,2XIc1pqjXV3Cr2BQUGNBck,Bad Bunny & ROSALÍA,2,2020,11,27,80,3.03,85.6,203201,61.8,0.0,7,8.66,-4.892,1,28.6,81.993,4,0.391
my tears ricochet,5P2bHCDM2tsgIaYWsZMhu5,Taylor Swift,1,2020,8,18,74,81.39999999999999,45.6,255893,26.5,0.0,0,6.79,-10.663,1,3.28,129.947,4,0.112
exile (feat. Bon Iver),5S4aYQAJOwJMAamANWlICO,Taylor Swift & Bon Iver,2,2020,8,18,74,76.1,31.0,285640,37.4,0.00246,6,11.0,-8.464,1,2.75,75.938,4,0.16
Monsters (feat. blackbear),0tyR7Bu9P086aWBFZ4QJoo,All Time Low & blackbear,2,2020,4,3,73,4.93,36.9,174068,84.5,0.0,0,41.6,-3.449,0,6.11,78.532,4,0.782
Leaving,4cA2NmoE75r4yU7oeq4QGG,Zach Bryan,1,2020,5,8,70,86.4,56.10000000000001,207103,17.9,0.0016099999999999,10,11.0,-11.776,1,3.73,67.713,3,0.436
Christmas Time,3Cs5m2rS0UnYx4UWppPLP8,Dan Evans-Parker,1,2020,9,29,73,74.9,74.2,122415,14.000000000000002,0.0526,7,13.900000000000002,-18.457,1,3.4799999999999995,109.141,4,0.317
